Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-CMP-055,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-055,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-056,ID parsed from normative block heading,KBDL-CMP-056,KBDL-CMP-056,Not applicable,KBDL-CMP-056,GROUP PRESENT,KBDL-CMP-056,Higher source preserved,None,PASS,None
KBDL-CMP-056,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-056,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Derived from normative source file and validated heading anchor,components-system.md#10-overlay-architecture,[§10](#10-overlay-architecture).,Not applicable,components-system.md#10-overlay-architecture,GROUP PRESENT,components-system.md#10-overlay-architecture,Higher source preserved,None,PASS,None
KBDL-CMP-056,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-056,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-056,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-056,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-056,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-056,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not applicable,Not applicable,Not applicable,Not applicable,GROUP PRESENT,Not applicable,Higher source preserved,None,PASS,None
KBDL-CMP-056,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-056,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-056,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-056,Ledger expression is candidate only; independently resolve every target and scope,"Approved (dictated outcome of the already-adopted WCAG 2.2 focus, keyboard, and reading-order rules applied to layered content — a structural scope statement, not new policy)",ABSENT,PASS,"Approved (dictated outcome of the already-adopted WCAG 2.2 focus, keyboard, and reading-order rules applied to layered content — a structural scope statement, not new policy)",GROUP PRESENT,"Approved (dictated outcome of the already-adopted WCAG 2.2 focus, keyboard, and reading-order rules applied to layered content — a structural scope statement, not new policy)",Owned fallback applied,None,PASS,None
KBDL-CMP-056,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-056,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual scope-compliance review (performed, see implementation report).","Manual scope-compliance review (performed, see implementation report).",Not applicable,"Manual scope-compliance review (performed, see implementation report)",GROUP PRESENT,"Manual scope-compliance review (performed, see implementation report).",Higher source preserved,None,PASS,None
KBDL-CMP-056,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-056,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-056,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-056,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-056,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-056,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-057,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-057,ID parsed from normative block heading,KBDL-CMP-057,KBDL-CMP-057,Not applicable,KBDL-CMP-057,GROUP PRESENT,KBDL-CMP-057,Higher source preserved,None,PASS,None
KBDL-CMP-057,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-057,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-057,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-057,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-057,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-057,Derived from normative source file and validated heading anchor,components-system.md#10-overlay-architecture; components-system.md#112-popover-or-non-modal-dialog,"[§10](#10-overlay-architecture), [§11.2](#112-popover-or-non-modal-dialog).",Not applicable,components-system.md#10-overlay-architecture; components-system.md#112-popover-or-non-modal-dialog,GROUP PRESENT,components-system.md#10-overlay-architecture; components-system.md#112-popover-or-non-modal-dialog,Higher source preserved,None,PASS,None
