Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-MOT-005,Ten motion categories; five-level motion hierarchy; multi-factor intensity model,KBDL-005,motion/foundations.md#3-motion-hierarchy,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of Exceptional-level usage once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-006,Ten motion categories; five-level motion hierarchy; multi-factor intensity model,KBDL-005,motion/foundations.md#4-motion-intensity,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of intensity assessments once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-007,Semantic timing classes; duration recommendations; easing categories and exact curves,KBDL-005,motion/timing-easing.md#1-timing-architecture,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of timing-class usage once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-008,Semantic timing classes; duration recommendations; easing categories and exact curves,KBDL-005,motion/timing-easing.md#2-duration-recommendations,Approved,User-provided,Not applicable,None,None,RESOLVED,"Project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)); manual implementation review once an implementation exists.","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-009,Semantic timing classes; duration recommendations; easing categories and exact curves,KBDL-005,motion/timing-easing.md#3-easing-architecture,Approved,User-provided,Not applicable,None,None,RESOLVED,"Manual conceptual review (performed, see [timing-easing.md §3](timing-easing.md#3-easing-architecture)); project-owner approval (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-010,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,KBDL-005,motion/foundations.md#6-spatial-movement,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-011,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,KBDL-005,motion/foundations.md#5-choreography-and-sequencing,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-012,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,KBDL-005,motion/foundations.md#7-entrance-and-exit-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; project-owner review (not yet performed).,Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-013,Navigation continuity; loading/progress; direct manipulation; attention motion; ambient/continuous motion; scroll-linked motion; media motion,KBDL-005,motion/patterns.md#1-navigation-and-spatial-continuity,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-014,Navigation continuity; loading/progress; direct manipulation; attention motion; ambient/continuous motion; scroll-linked motion; media motion,KBDL-005,motion/patterns.md#2-loading-and-progress,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; project-owner review (not yet performed).,Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-015,Navigation continuity; loading/progress; direct manipulation; attention motion; ambient/continuous motion; scroll-linked motion; media motion,KBDL-005,motion/patterns.md#3-direct-manipulation-and-gesture-response,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; project-owner review (not yet performed).,Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
