Group,Requirement ID,Field,Resolved value,Source syntax,Resolution status,Defect details
52,KBDL-A11Y-024,specification location,accessibility.md §6–§45,uniform/shared summary,summary,None
52,KBDL-A11Y-024,approval status,"Approved for all 37 — each directly restates a WCAG 2.2 Level A or AA success criterion already adopted under KBDL-DEC-010, or an already-approved KBDL principle/foundation/theme/motion requirement, per the full mapping in accessibility.md §3",uniform/shared summary,summary,None
52,KBDL-A11Y-024,validation status,Not verified,inverse status per-ID map,resolved,None
52,KBDL-A11Y-024,validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation)",uniform/shared summary,summary,None
52,KBDL-A11Y-024,validation evidence,themes/validation.md §3 for the three Verified rows; not verified for the rest,uniform/shared summary,summary,None
52,KBDL-A11Y-024,known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",uniform/shared summary,summary,None
52,KBDL-A11Y-024,related decision,KBDL-DEC-010,uniform/shared summary,summary,None
52,KBDL-A11Y-024,notes,No AAA-level criterion is described as AA anywhere in this set; see accessibility.md §3 for the exact criterion-to-section mapping,uniform/shared summary,summary,None
52,KBDL-A11Y-025,blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,uniform/shared summary,summary,None
52,KBDL-A11Y-025,roadmap prompt,KBDL-006,uniform/shared summary,summary,None
52,KBDL-A11Y-025,requirement id,"KBDL-A11Y-001–010, 012–020, 022–034, 036–040 (37 requirements; excludes KBDL-A11Y-011, 021, 035, which are new KBDL enhancements listed separately below)",uniform/shared summary,summary,None
52,KBDL-A11Y-025,specification location,accessibility.md §6–§45,uniform/shared summary,summary,None
52,KBDL-A11Y-025,approval status,"Approved for all 37 — each directly restates a WCAG 2.2 Level A or AA success criterion already adopted under KBDL-DEC-010, or an already-approved KBDL principle/foundation/theme/motion requirement, per the full mapping in accessibility.md §3",uniform/shared summary,summary,None
52,KBDL-A11Y-025,validation status,Not verified,inverse status per-ID map,resolved,None
52,KBDL-A11Y-025,validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation)",uniform/shared summary,summary,None
52,KBDL-A11Y-025,validation evidence,themes/validation.md §3 for the three Verified rows; not verified for the rest,uniform/shared summary,summary,None
52,KBDL-A11Y-025,known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",uniform/shared summary,summary,None
52,KBDL-A11Y-025,related decision,KBDL-DEC-010,uniform/shared summary,summary,None
52,KBDL-A11Y-025,notes,No AAA-level criterion is described as AA anywhere in this set; see accessibility.md §3 for the exact criterion-to-section mapping,uniform/shared summary,summary,None
52,KBDL-A11Y-026,blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,uniform/shared summary,summary,None
52,KBDL-A11Y-026,roadmap prompt,KBDL-006,uniform/shared summary,summary,None
52,KBDL-A11Y-026,requirement id,"KBDL-A11Y-001–010, 012–020, 022–034, 036–040 (37 requirements; excludes KBDL-A11Y-011, 021, 035, which are new KBDL enhancements listed separately below)",uniform/shared summary,summary,None
52,KBDL-A11Y-026,specification location,accessibility.md §6–§45,uniform/shared summary,summary,None
52,KBDL-A11Y-026,approval status,"Approved for all 37 — each directly restates a WCAG 2.2 Level A or AA success criterion already adopted under KBDL-DEC-010, or an already-approved KBDL principle/foundation/theme/motion requirement, per the full mapping in accessibility.md §3",uniform/shared summary,summary,None
52,KBDL-A11Y-026,validation status,Not verified,inverse status per-ID map,resolved,None
52,KBDL-A11Y-026,validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation)",uniform/shared summary,summary,None
52,KBDL-A11Y-026,validation evidence,themes/validation.md §3 for the three Verified rows; not verified for the rest,uniform/shared summary,summary,None
52,KBDL-A11Y-026,known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",uniform/shared summary,summary,None
52,KBDL-A11Y-026,related decision,KBDL-DEC-010,uniform/shared summary,summary,None
52,KBDL-A11Y-026,notes,No AAA-level criterion is described as AA anywhere in this set; see accessibility.md §3 for the exact criterion-to-section mapping,uniform/shared summary,summary,None
52,KBDL-A11Y-027,blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,uniform/shared summary,summary,None
52,KBDL-A11Y-027,roadmap prompt,KBDL-006,uniform/shared summary,summary,None
52,KBDL-A11Y-027,requirement id,"KBDL-A11Y-001–010, 012–020, 022–034, 036–040 (37 requirements; excludes KBDL-A11Y-011, 021, 035, which are new KBDL enhancements listed separately below)",uniform/shared summary,summary,None
52,KBDL-A11Y-027,specification location,accessibility.md §6–§45,uniform/shared summary,summary,None
52,KBDL-A11Y-027,approval status,"Approved for all 37 — each directly restates a WCAG 2.2 Level A or AA success criterion already adopted under KBDL-DEC-010, or an already-approved KBDL principle/foundation/theme/motion requirement, per the full mapping in accessibility.md §3",uniform/shared summary,summary,None
52,KBDL-A11Y-027,validation status,Not verified,inverse status per-ID map,resolved,None
52,KBDL-A11Y-027,validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation)",uniform/shared summary,summary,None
52,KBDL-A11Y-027,validation evidence,themes/validation.md §3 for the three Verified rows; not verified for the rest,uniform/shared summary,summary,None
52,KBDL-A11Y-027,known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",uniform/shared summary,summary,None
52,KBDL-A11Y-027,related decision,KBDL-DEC-010,uniform/shared summary,summary,None
52,KBDL-A11Y-027,notes,No AAA-level criterion is described as AA anywhere in this set; see accessibility.md §3 for the exact criterion-to-section mapping,uniform/shared summary,summary,None
52,KBDL-A11Y-028,blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,uniform/shared summary,summary,None
52,KBDL-A11Y-028,roadmap prompt,KBDL-006,uniform/shared summary,summary,None
52,KBDL-A11Y-028,requirement id,"KBDL-A11Y-001–010, 012–020, 022–034, 036–040 (37 requirements; excludes KBDL-A11Y-011, 021, 035, which are new KBDL enhancements listed separately below)",uniform/shared summary,summary,None
