Requirement ID,Blueprint section,Blueprint section source,Roadmap prompt,Roadmap prompt source,Specification location,Specification location source,Lifecycle status,Lifecycle status source,Provenance,Provenance source,Validation classification,Validation classification source,Verified scope,Verified scope source,Not-verified scope,Not-verified scope source,Authority,Authority source,Validation method,Validation method source,Validation evidence,Validation evidence source,Known limitation,Known limitation source,Packet or tracking destination,Packet or tracking destination source,Pending dependencies,Pending dependencies source,Related decision,Related decision source,Notes or exclusions,Notes or exclusions source
KBDL-FND-003,Spacing rhythm and content-driven breakpoints,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/spacing-layout.md#1-spacing-and-sizing-logic,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review of spacing usage against the named step set; exceptions checked against [governance.md § Exception process](../governance.md#exception-process),exact per-ID ledger,Not verified — no responsive-behavior module exists yet,exact per-ID ledger,Cannot be fully validated until RSP requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-004,Spacing rhythm and content-driven breakpoints,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/spacing-layout.md#3-content-driven-breakpoint-philosophy-approved-principle-recommended-values,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review of a layout's content-priority ranking at each supported breakpoint,exact per-ID ledger,Not verified — no responsive-behavior module exists yet,exact per-ID ledger,Cannot be fully validated until RSP requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-005,Depth semantics; icon and media accessibility anticipation,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/shape-depth.md#3-elevation-and-depth,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review confirming a simplified fallback exists for each elevation level,exact per-ID ledger,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",exact per-ID ledger,No implementation exists to execute the stated typography validation method.,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-006,Depth semantics; icon and media accessibility anticipation,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/iconography-media.md#1-iconography,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review of icon usage against the label-pairing rule,exact per-ID ledger,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",exact per-ID ledger,No implementation exists to execute the stated iconography validation method.,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-007,Depth semantics; icon and media accessibility anticipation,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/iconography-media.md#2-imagery-and-media,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review confirming a static/paused equivalent and an anticipated accessible-text plan exist per media asset type,exact per-ID ledger,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",exact per-ID ledger,No implementation exists to execute the stated spacing validation method.,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-008,Profile-level foundation adjustments,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/README.md#4-project-profile-adjustments--foundation-summary,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual cross-profile review once the project-profiles module is approved,exact per-ID ledger,Not verified — PRO requirements do not exist yet,exact per-ID ledger,Cannot be fully validated until PRO requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-009,Foundation decision packet — default values,exact per-ID ledger,KBDL-003 (approved via project-owner review following KBDL-003-R1),exact per-ID ledger,foundations/color.md#3-default-foundation,exact per-ID ledger,Approved,exact per-ID ledger,User-provided,exact per-ID ledger,Mixed — Verified / Not verified,exact per-ID ledger,Verified for the contrast calculations only (see color.md §4); Not verified for suitability as a final brand palette,exact per-ID ledger,Verified for the contrast calculations only (see color.md §4); Not verified for suitability as a final brand palette,exact per-ID ledger,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),exact per-ID ledger,"Contrast calculation (completed, see evidence); brand suitability review (not yet performed)",exact per-ID ledger,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",exact per-ID ledger,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-012,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-010,Foundation decision packet — default values,exact per-ID ledger,KBDL-003 (approved via project-owner review following KBDL-003-R1),exact per-ID ledger,foundations/typography.md#3-type-scale-and-text-roles,exact per-ID ledger,Approved,exact per-ID ledger,User-provided,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),exact per-ID ledger,Licensing verification (not yet performed) plus project-owner review (completed for the strategy; the specific family remains a separate future decision),exact per-ID ledger,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",exact per-ID ledger,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-012,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-011,Foundation decision packet — default values,exact per-ID ledger,KBDL-003 (approved via project-owner review following KBDL-003-R1),exact per-ID ledger,foundations/spacing-layout.md#13-default-modular-spacing-system,exact per-ID ledger,Approved,exact per-ID ledger,User-provided,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),exact per-ID ledger,Project-owner review (completed); exact pixel values validated once chosen,exact per-ID ledger,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",exact per-ID ledger,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-012,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-012,Foundation decision packet — default values,exact per-ID ledger,KBDL-003 (approved via project-owner review following KBDL-003-R1),exact per-ID ledger,foundations/shape-depth.md#13-default-corner-system,exact per-ID ledger,Approved,exact per-ID ledger,User-provided,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),exact per-ID ledger,Project-owner review (completed),exact per-ID ledger,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",exact per-ID ledger,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-012,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
