Requirement ID,Field name,Higher source value,Lower source value,Rule source,Computed result
KBDL-CMP-045,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-CMP-045,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-CMP-045,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-CMP-045,Authority,UNRESOLVED,Approved (directly restates the WAI-ARIA tabs pattern),AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-CMP-045,Validation method,Manual keyboard/ARIA review once implemented.,Manual keyboard/ARIA review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-CMP-045,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-CMP-045,Known limitation,UNRESOLVED,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,Actual excluded or unverified scope,PASS
KBDL-CMP-045,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-CMP-045,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-CMP-045,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-CMP-045,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-CMP-046,Requirement ID,KBDL-CMP-046,KBDL-CMP-046,Normative requirement record,PASS
KBDL-CMP-046,Blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link","Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",Readable traceability group,PASS
KBDL-CMP-046,Roadmap prompt,KBDL-007,KBDL-007,Approved roadmap and module ownership,PASS
KBDL-CMP-046,Specification location,components-core.md#246-tabs,components-core.md#246-tabs,Containing normative Markdown section,PASS
KBDL-CMP-046,Lifecycle status,Recommended,Recommended,Normative requirement record,PASS
KBDL-CMP-046,Provenance,Assumed,Assumed,Normative requirement record,PASS
KBDL-CMP-046,Validation classification,Not applicable,Not applicable,Normative requirement record,PASS
KBDL-CMP-046,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-CMP-046,Not-verified scope,None,None,Unexecuted or excluded scope,PASS
KBDL-CMP-046,Authority,RESOLVED,Recommended (new component choice),AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-CMP-046,Validation method,Project-owner review (not yet performed).,Project-owner review (not yet performed),Normative method or independently approved evidence-method registry,PASS
KBDL-CMP-046,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-CMP-046,Known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,Actual excluded or unverified scope,PASS
KBDL-CMP-046,Packet or tracking destination,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 2,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 2,Exact packet or tracking section,PASS
KBDL-CMP-046,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-CMP-046,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-CMP-046,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-CMP-047,Requirement ID,KBDL-CMP-047,KBDL-CMP-047,Normative requirement record,PASS
KBDL-CMP-047,Blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link","Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",Readable traceability group,PASS
KBDL-CMP-047,Roadmap prompt,KBDL-007,KBDL-007,Approved roadmap and module ownership,PASS
KBDL-CMP-047,Specification location,components-core.md#247-pagination,components-core.md#247-pagination,Containing normative Markdown section,PASS
KBDL-CMP-047,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-CMP-047,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-CMP-047,Validation classification,UNRESOLVED,Not verified,Normative requirement record,PASS
KBDL-CMP-047,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-CMP-047,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-CMP-047,Authority,RESOLVED,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-CMP-047,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-CMP-047,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-CMP-047,Known limitation,UNRESOLVED,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,Actual excluded or unverified scope,PASS
KBDL-CMP-047,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-CMP-047,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-CMP-047,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-CMP-047,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-CMP-048,Requirement ID,KBDL-CMP-048,KBDL-CMP-048,Normative requirement record,PASS
KBDL-CMP-048,Blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link","Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",Readable traceability group,PASS
KBDL-CMP-048,Roadmap prompt,KBDL-007,KBDL-007,Approved roadmap and module ownership,PASS
KBDL-CMP-048,Specification location,components-core.md#247-pagination,components-core.md#247-pagination,Containing normative Markdown section,PASS
KBDL-CMP-048,Lifecycle status,Recommended,Recommended,Normative requirement record,PASS
KBDL-CMP-048,Provenance,Assumed,Assumed,Normative requirement record,PASS
KBDL-CMP-048,Validation classification,UNRESOLVED,Not applicable,Normative requirement record,PASS
KBDL-CMP-048,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-CMP-048,Not-verified scope,None,None,Unexecuted or excluded scope,PASS
KBDL-CMP-048,Authority,RESOLVED,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Assumed,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-CMP-048,Validation method,Project-owner review (not yet performed).,Project-owner review (not yet performed),Normative method or independently approved evidence-method registry,PASS
KBDL-CMP-048,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-CMP-048,Known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,Actual excluded or unverified scope,PASS
KBDL-CMP-048,Packet or tracking destination,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 8,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 8,Exact packet or tracking section,PASS
KBDL-CMP-048,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-CMP-048,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-CMP-048,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-CMP-049,Requirement ID,KBDL-CMP-049,KBDL-CMP-049,Normative requirement record,PASS
KBDL-CMP-049,Blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link","Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",Readable traceability group,PASS
KBDL-CMP-049,Roadmap prompt,KBDL-007,KBDL-007,Approved roadmap and module ownership,PASS
KBDL-CMP-049,Specification location,components-core.md#248-back-link,components-core.md#248-back-link,Containing normative Markdown section,PASS
KBDL-CMP-049,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-CMP-049,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-CMP-049,Validation classification,UNRESOLVED,Not verified,Normative requirement record,PASS
KBDL-CMP-049,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-CMP-049,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-CMP-049,Authority,RESOLVED,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-CMP-049,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-CMP-049,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-CMP-049,Known limitation,UNRESOLVED,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,Actual excluded or unverified scope,PASS
KBDL-CMP-049,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-CMP-049,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-CMP-049,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-CMP-049,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-CMP-050,Requirement ID,KBDL-CMP-050,KBDL-CMP-050,Normative requirement record,PASS
KBDL-CMP-050,Blueprint section,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,Readable traceability group,PASS
KBDL-CMP-050,Roadmap prompt,KBDL-007,KBDL-007,Approved roadmap and module ownership,PASS
