Requirement ID,Field name,Ownership class,Primary basis,Derivation rule,Authoritative expected value,Normative value,Governance resolution,Ledger value,Readable-group value,Readable-group classification,Effective value,Precedence result,Conflict result,Validation result
KBDL-CMP-017,Packet or tracking destination,C — Traceability-owned administrative,components-core.md:1975 item=[3]; components-core.md:1975 item=[3],Resolve file section item owner and readiness class,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,ABSENT,PASS,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,MISSING,Missing,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,PASS,None,PASS
KBDL-CMP-017,Pending dependencies,C — Traceability-owned administrative,Packet/tracking record,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-017,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-017,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-018,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-018,KBDL-CMP-018,PASS,KBDL-CMP-018,MISSING,Missing,KBDL-CMP-018,PASS,None,PASS
KBDL-CMP-018,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",ABSENT,PASS,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",MISSING,Missing,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",PASS,None,PASS
KBDL-CMP-018,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-007,ABSENT,PASS,KBDL-007,MISSING,Missing,KBDL-007,PASS,None,PASS
KBDL-CMP-018,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-core.md#203-toggle-button,ABSENT,PASS,components-core.md#203-toggle-button,MISSING,Missing,components-core.md#203-toggle-button,PASS,None,PASS
KBDL-CMP-018,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-018,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-018,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-018,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-018,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-018,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,UNRESOLVED,ABSENT,FAIL,Approved (directly restates WAI-ARIA),MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-018,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual ARIA review once implemented.,Manual ARIA review once implemented.,PASS,Manual ARIA review once implemented,MISSING,Missing,Manual ARIA review once implemented.,PASS,None,PASS
KBDL-CMP-018,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-018,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-018,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-018,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-018,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-018,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-019,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-019,KBDL-CMP-019,PASS,KBDL-CMP-019,MISSING,Missing,KBDL-CMP-019,PASS,None,PASS
KBDL-CMP-019,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",ABSENT,PASS,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",MISSING,Missing,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",PASS,None,PASS
KBDL-CMP-019,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-007,ABSENT,PASS,KBDL-007,MISSING,Missing,KBDL-007,PASS,None,PASS
KBDL-CMP-019,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-core.md#204-link,ABSENT,PASS,components-core.md#204-link,MISSING,Missing,components-core.md#204-link,PASS,None,PASS
KBDL-CMP-019,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-019,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-019,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-019,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-019,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-019,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Approved (directly restates WCAG 2.2 SC 2.4.4),MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-019,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review once implemented.,Manual review once implemented.,PASS,Manual review once implemented,MISSING,Missing,Manual review once implemented.,PASS,None,PASS
KBDL-CMP-019,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-019,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-019,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-019,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-019,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-019,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-020,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-020,KBDL-CMP-020,PASS,KBDL-CMP-020,MISSING,Missing,KBDL-CMP-020,PASS,None,PASS
KBDL-CMP-020,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",ABSENT,PASS,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",MISSING,Missing,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",PASS,None,PASS
KBDL-CMP-020,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-007,ABSENT,PASS,KBDL-007,MISSING,Missing,KBDL-007,PASS,None,PASS
KBDL-CMP-020,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-core.md#205-button-group,ABSENT,PASS,components-core.md#205-button-group; components-core.md#35-kbdl-007-decision-packet,MISSING,Missing,components-core.md#205-button-group,PASS,None,PASS
KBDL-CMP-020,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Recommended,Recommended,PASS,Recommended,MISSING,Missing,Recommended,PASS,None,PASS
KBDL-CMP-020,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Assumed,Assumed,PASS,Assumed,MISSING,Missing,Assumed,PASS,None,PASS
KBDL-CMP-020,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not applicable,Not applicable,PASS,Not applicable,MISSING,Missing,Not applicable,PASS,None,PASS
KBDL-CMP-020,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-020,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
