Requirement ID,Field name,Raw group field,Parsed grammar,Group value,Group classification,Overriding status,Ledger value,Comparison,Result
KBDL-A11Y-018,Related decision,`KBDL-DEC-010`.,Broad descriptive summary,`KBDL-DEC-010`.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-A11Y-018,Notes or exclusions,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Broad descriptive summary,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-A11Y-019,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-A11Y-019,NOT COMPARABLE,PASS
KBDL-A11Y-019,Blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Uniform default,Yes,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,AGREE,PASS
KBDL-A11Y-019,Roadmap prompt,KBDL-006,Uniform default,KBDL-006,Uniform default,Yes,KBDL-006,AGREE,PASS
KBDL-A11Y-019,Specification location,[accessibility.md §6–§45](accessibility.md#3-wcag-22-level-aa-mapping),Broad descriptive summary,[accessibility.md §6–§45](accessibility.md#3-wcag-22-level-aa-mapping),Non-overriding summary,No,accessibility.md#24-pointer-and-touch-behavior,SUMMARY,PASS
KBDL-A11Y-019,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-A11Y-019,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-A11Y-019,Validation classification,"Not verified: KBDL-A11Y-001, KBDL-A11Y-002, KBDL-A11Y-003, KBDL-A11Y-004, KBDL-A11Y-005, KBDL-A11Y-006, KBDL-A11Y-010, KBDL-A11Y-012, KBDL-A11Y-013, KBDL-A11Y-014, KBDL-A11Y-015, KBDL-A11Y-016, KBDL-A11Y-017, KBDL-A11Y-018, KBDL-A11Y-020, KBDL-A11Y-022, KBDL-A11Y-023, KBDL-A11Y-024, KBDL-A11Y-025, KBDL-A11Y-026, KBDL-A11Y-027, KBDL-A11Y-028, KBDL-A11Y-029, KBDL-A11Y-030, KBDL-A11Y-031, KBDL-A11Y-032, KBDL-A11Y-033, KBDL-A11Y-034, KBDL-A11Y-037, KBDL-A11Y-040; Verified: KBDL-A11Y-007, KBDL-A11Y-008, KBDL-A11Y-009; Not applicable: KBDL-A11Y-019, KBDL-A11Y-036, KBDL-A11Y-038, KBDL-A11Y-039",Status bucket,Not applicable,Exact per-ID mapping,Yes,Not applicable,AGREE,PASS
KBDL-A11Y-019,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-A11Y-019,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-A11Y-019,Authority,MISSING,Missing,MISSING,Missing,No,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Confirmed,NOT COMPARABLE,PASS
KBDL-A11Y-019,Validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation).",Broad descriptive summary,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation).",Non-overriding summary,No,Not applicable (umbrella section),SUMMARY,PASS
KBDL-A11Y-019,Validation evidence,[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the three Verified rows; not verified for the rest.,Broad descriptive summary,[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the three Verified rows; not verified for the rest.,Non-overriding summary,No,Not applicable — no executed implementation claim is asserted for this requirement.,SUMMARY,PASS
KBDL-A11Y-019,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence.",Broad descriptive summary,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence.",Non-overriding summary,No,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",AGREE,PASS
KBDL-A11Y-019,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-A11Y-019,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-A11Y-019,Related decision,`KBDL-DEC-010`.,Broad descriptive summary,`KBDL-DEC-010`.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-A11Y-019,Notes or exclusions,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Broad descriptive summary,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-A11Y-020,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-A11Y-020,NOT COMPARABLE,PASS
KBDL-A11Y-020,Blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Uniform default,Yes,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,AGREE,PASS
KBDL-A11Y-020,Roadmap prompt,KBDL-006,Uniform default,KBDL-006,Uniform default,Yes,KBDL-006,AGREE,PASS
KBDL-A11Y-020,Specification location,[accessibility.md §6–§45](accessibility.md#3-wcag-22-level-aa-mapping),Broad descriptive summary,[accessibility.md §6–§45](accessibility.md#3-wcag-22-level-aa-mapping),Non-overriding summary,No,accessibility.md#25-target-sizing-and-spacing,SUMMARY,PASS
KBDL-A11Y-020,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-A11Y-020,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-A11Y-020,Validation classification,"Not verified: KBDL-A11Y-001, KBDL-A11Y-002, KBDL-A11Y-003, KBDL-A11Y-004, KBDL-A11Y-005, KBDL-A11Y-006, KBDL-A11Y-010, KBDL-A11Y-012, KBDL-A11Y-013, KBDL-A11Y-014, KBDL-A11Y-015, KBDL-A11Y-016, KBDL-A11Y-017, KBDL-A11Y-018, KBDL-A11Y-020, KBDL-A11Y-022, KBDL-A11Y-023, KBDL-A11Y-024, KBDL-A11Y-025, KBDL-A11Y-026, KBDL-A11Y-027, KBDL-A11Y-028, KBDL-A11Y-029, KBDL-A11Y-030, KBDL-A11Y-031, KBDL-A11Y-032, KBDL-A11Y-033, KBDL-A11Y-034, KBDL-A11Y-037, KBDL-A11Y-040; Verified: KBDL-A11Y-007, KBDL-A11Y-008, KBDL-A11Y-009; Not applicable: KBDL-A11Y-019, KBDL-A11Y-036, KBDL-A11Y-038, KBDL-A11Y-039",Status bucket,Not verified,Exact per-ID mapping,Yes,Not verified,AGREE,PASS
KBDL-A11Y-020,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-A11Y-020,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-A11Y-020,Authority,MISSING,Missing,MISSING,Missing,No,"Approved (directly restates WCAG 2.2 SC 2.5.8, Level AA)",NOT COMPARABLE,PASS
KBDL-A11Y-020,Validation method,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation).",Broad descriptive summary,"WCAG relative-luminance contrast calculation (completed for contrast/focus rows); manual + automated static accessibility review, keyboard testing, screen-reader testing, and flash analysis (all pending an implementation).",Non-overriding summary,No,Manual measurement once implemented,SUMMARY,PASS
KBDL-A11Y-020,Validation evidence,[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the three Verified rows; not verified for the rest.,Broad descriptive summary,[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the three Verified rows; not verified for the rest.,Non-overriding summary,No,Not verified — the requirement’s stated validation method has not been executed.,SUMMARY,PASS
KBDL-A11Y-020,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence.",Broad descriptive summary,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence.",Non-overriding summary,No,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",AGREE,PASS
KBDL-A11Y-020,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-A11Y-020,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-A11Y-020,Related decision,`KBDL-DEC-010`.,Broad descriptive summary,`KBDL-DEC-010`.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-A11Y-020,Notes or exclusions,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Broad descriptive summary,No AAA-level criterion is described as AA anywhere in this set; see [accessibility.md §3](accessibility.md#3-wcag-22-level-aa-mapping) for the exact criterion-to-section mapping.,Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-A11Y-021,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-A11Y-021,NOT COMPARABLE,PASS
KBDL-A11Y-021,Blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Uniform default,Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix,Uniform default,Yes,Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix,AGREE,PASS
KBDL-A11Y-021,Roadmap prompt,KBDL-006,Uniform default,KBDL-006,Uniform default,Yes,KBDL-006,AGREE,PASS
KBDL-A11Y-021,Specification location,[accessibility.md §6–§45](accessibility.md#3-wcag-22-level-aa-mapping),Broad descriptive summary,"[accessibility.md §16, §25, §39](accessibility.md#16-light-dark-forced-colors-and-high-contrast-behavior)",Non-overriding summary,No,accessibility.md#25-target-sizing-and-spacing; accessibility.md#49-accessibility-decision-packet,SUMMARY,PASS
