Requirement ID,Field name,Group heading,Raw group field,Parsed grammar,Per-ID resolved value,Classification,Overriding status,Resolution result,Defect details
KBDL-THM-012,Packet or tracking destination,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012a,Packet or tracking destination,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012,Pending dependencies,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012a,Pending dependencies,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012,Related decision,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",KBDL-DEC-013 (for `KBDL-THM-012`'s conceptual approval); KBDL-DEC-010 (for `KBDL-THM-012a`'s reduced-motion basis),Broad descriptive summary,KBDL-DEC-013 (for `KBDL-THM-012`'s conceptual approval); KBDL-DEC-010 (for `KBDL-THM-012a`'s reduced-motion basis),Non-overriding summary,No,PASS,None
KBDL-THM-012a,Related decision,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",KBDL-DEC-013 (for `KBDL-THM-012`'s conceptual approval); KBDL-DEC-010 (for `KBDL-THM-012a`'s reduced-motion basis),Broad descriptive summary,KBDL-DEC-013 (for `KBDL-THM-012`'s conceptual approval); KBDL-DEC-010 (for `KBDL-THM-012a`'s reduced-motion basis),Non-overriding summary,No,PASS,None
KBDL-THM-012,Notes or exclusions,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Explicitly defers all durations and easing curves to Motion (KBDL-005). The lifecycle contradiction identified in KBDL-004 validation is resolved by this split.,Broad descriptive summary,Explicitly defers all durations and easing curves to Motion (KBDL-005). The lifecycle contradiction identified in KBDL-004 validation is resolved by this split.,Non-overriding summary,No,PASS,None
KBDL-THM-012a,Notes or exclusions,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Explicitly defers all durations and easing curves to Motion (KBDL-005). The lifecycle contradiction identified in KBDL-004 validation is resolved by this split.,Broad descriptive summary,Explicitly defers all durations and easing curves to Motion (KBDL-005). The lifecycle contradiction identified in KBDL-004 validation is resolved by this split.,Non-overriding summary,No,PASS,None
KBDL-MOT-001,Blueprint section,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Yes,PASS,None
KBDL-MOT-002,Blueprint section,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Yes,PASS,None
KBDL-MOT-003,Blueprint section,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,Uniform default,Yes,PASS,None
KBDL-MOT-001,Roadmap prompt,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",KBDL-005,Uniform default,KBDL-005,Uniform default,Yes,PASS,None
KBDL-MOT-002,Roadmap prompt,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",KBDL-005,Uniform default,KBDL-005,Uniform default,Yes,PASS,None
KBDL-MOT-003,Roadmap prompt,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",KBDL-005,Uniform default,KBDL-005,Uniform default,Yes,PASS,None
KBDL-MOT-001,Specification location,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Broad descriptive summary,"[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Non-overriding summary,No,PASS,None
KBDL-MOT-002,Specification location,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Broad descriptive summary,"[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Non-overriding summary,No,PASS,None
KBDL-MOT-003,Specification location,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Broad descriptive summary,"[motion/README.md §2, §3.3](motion/README.md#2-motion-terminology), [motion/foundations.md §1](motion/foundations.md#1-motion-purposes)",Non-overriding summary,No,PASS,None
KBDL-MOT-001,Lifecycle status,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-002,Lifecycle status,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-003,Lifecycle status,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-001,Provenance,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-002,Provenance,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-003,Provenance,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-001,Validation classification,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-MOT-002,Validation classification,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-MOT-003,Validation classification,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-MOT-001,Authority,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-002,Authority,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-003,Authority,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-001,Validation method,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Broad descriptive summary,Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-002,Validation method,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Broad descriptive summary,Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-003,Validation method,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Broad descriptive summary,Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-001,Validation evidence,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Broad descriptive summary,Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-002,Validation evidence,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Broad descriptive summary,Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-003,Validation evidence,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Broad descriptive summary,Manual review recorded in [motion/validation.md §6](motion/validation.md#6-manual-documentation-reviews-performed).,Non-overriding summary,No,PASS,None
KBDL-MOT-001,Known limitation,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Broad descriptive summary,"Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Non-overriding summary,No,PASS,None
KBDL-MOT-002,Known limitation,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Broad descriptive summary,"Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Non-overriding summary,No,PASS,None
KBDL-MOT-003,Known limitation,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)","Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Broad descriptive summary,"Per-component purpose assignment depends on the Components module (`CMP`), not yet reached.",Non-overriding summary,No,PASS,None
KBDL-MOT-001,Packet or tracking destination,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-002,Packet or tracking destination,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-003,Packet or tracking destination,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-001,Pending dependencies,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-002,Pending dependencies,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-MOT-003,Pending dependencies,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",MISSING,Missing,MISSING,Missing,No,PASS,None
