Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-CMP-075,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates the adopted WAI-ARIA 1.2 menu role definitions and the already-Approved KBDL-007 trigger contract),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-076,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new component-level interaction policy; the underlying APG menu pattern is not automatically Approved),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 5,None,PASS,None
KBDL-CMP-077,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates the adopted WAI-ARIA 1.2 listbox role definitions and the already-Approved KBDL-007 combobox contract),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-078,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (restates the already-adopted WCAG 2.2 SC 4.1.2 Name, Role, Value and SC 2.1.1 Keyboard)",components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-079,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (restates KBDL-CMP-071 and the already-adopted WCAG 2.2 SC 2.1.2 No Keyboard Trap, applied to the definition of modality itself — this is the ""modal integrity"" rule)",components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-080,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new component-level sizing and nesting policy),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 17; components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 6; components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 8,None,PASS,None
KBDL-CMP-081,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates the adopted WAI-ARIA 1.2 alertdialog role definition),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-082,Approved,Approved,Confirmed,Confirmed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (scope-control requirement, restates KBDL-CMP-005/KBDL-CMP-052)",components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-083,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new component-level taxonomy),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 7,None,PASS,None
KBDL-CMP-084,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (dictated outcome of the already-adopted WCAG 2.2 SC 2.4.3 Focus Order and SC 2.1.2 No Keyboard Trap applied to nested layered content — not a new policy choice, since any other outcome would create an indeterminate or trapped focus state)",components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,PASS,None
KBDL-CMP-085,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new component-level policy),components-system.md §10–§12,components-system.md §10–§12,components-system.md §10–§12,"Manual focus-containment, keyboard, and ARIA-relationship review once implemented; project-owner review of the Recommended subset (not yet performed)",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 8,None,PASS,None
KBDL-CMP-086,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates KBDL-A11Y-031 and the adopted WAI-ARIA 1.2 live-region role definitions),components-system.md §13–§14,components-system.md §13–§14,components-system.md §13–§14,"Manual live-region, role, and content-classification review once implemented; project-owner review of KBDL-CMP-089/091 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
KBDL-CMP-087,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates KBDL-CMP-004's already- Approved state-clarity rule and the adopted WCAG 2.2 SC 1.4.1 Use of Color),components-system.md §13–§14,components-system.md §13–§14,components-system.md §13–§14,"Manual live-region, role, and content-classification review once implemented; project-owner review of KBDL-CMP-089/091 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
